customer_id,full_name,city,country,pets_owned,policies_owned,total_claims,total_claim_amount,total_premiums_paid
28176,Stephen Boyer,West Nicole,American Samoa,1,0,0,,
28177,Daniel Mueller,East Ginahaven,Japan,1,3,5,1488.19,5634.03
28178,Susan Navarro,North Heidi,Bahamas,3,2,3,2524.06,1872.52
28179,Bryan Haney,Leslieport,Bosnia and Herzegovina,1,1,4,1172.58,10325.0
28180,Robert Douglas,Jessicaburgh,Cape Verde,1,0,0,,
28181,Derek Khan,Port Joy,Myanmar,1,2,4,1515.42,4419.52
28182,Danny Simpson,West Stanley,Cote d'Ivoire,1,1,4,3680.99,3633.76
28183,Chad Taylor,Marymouth,South Georgia and the South Sandwich Islands,1,0,0,,
28184,Gary Clay,North Randy,Faroe Islands,1,1,1,246.52,318.24
28185,Wanda Luna,Lake Kevinfort,Macao,1,2,6,3711.43,6195.54
28186,Shawn Long,Russellbury,Russian Federation,3,0,0,,
28187,Angelica Suarez,East Patrickside,Reunion,1,4,3,1490.74,5162.08
28188,Louis Johnson,Hoffmanbury,Solomon Islands,0,0,0,,
28189,Richard King,Cummingsmouth,Israel,1,1,2,1624.23,739.92
28190,Bruce Roman,Gregoryhaven,Solomon Islands,1,1,2,1004.34,3452.96
28191,Ryan Savage,South Charles,Costa Rica,1,1,1,527.1,1185.45
28192,Cindy Richardson,Ramosland,Dominica,1,2,3,2283.9,3284.65
28193,Melvin Braun,Mariaborough,Korea,1,3,6,3701.89,10577.74
28194,Trevor Scott,Michelleview,United States Minor Outlying Islands,1,2,3,1973.21,868.76
28195,Renee Johns,West Dawnchester,Kiribati,1,1,3,1952.53,1109.88
28196,James Mitchell,Greenmouth,Armenia,2,1,1,311.37,645.12
28197,Randy Mays,Port Jasonfort,Argentina,1,0,0,,
28198,Jordan Jones,Loriburgh,Tonga,1,2,3,3768.22,6355.02
28199,Angela Wilson,Villarrealfort,Faroe Islands,2,2,3,3048.88,1941.72
28200,Heather Smith,Lake Jennifer,Liechtenstein,0,0,0,,
28201,Kathleen Sherman,Lake Kimstad,Argentina,1,4,7,3593.66,4628.73
28202,Mary Walker,New Bradfurt,Slovakia (Slovak Republic),2,3,2,350.31,1354.59
28203,Jonathan Brown,North Dana,Singapore,1,2,3,1316.57,4953.68
28204,Mary Lewis,Justinside,French Guiana,1,0,0,,
28205,Karen Butler,New Christinahaven,Cambodia,1,1,0,,1124.55
28206,Robert Ho,New Denise,Sudan,1,1,1,606.9,2168.95
28207,Samuel Hammond,South Tamara,Gambia,2,2,3,2111.89,3917.31
28208,Anthony Singh,Jessicaton,Burundi,1,3,5,4465.45,3063.41
28209,Kerry Vasquez,Christinemouth,Timor-Leste,1,3,9,4294.39,7653.24
28210,Matthew Sparks,Lake Jennifer,Ukraine,1,3,8,5536.81,8049.47
28211,Patricia Harris,Port Stephanieport,Nicaragua,2,2,5,1982.23,2648.91
28212,Maria Edwards,Adamport,Reunion,1,0,0,,
28213,Sarah Rose,East Dannymouth,Fiji,0,0,0,,
28214,Michael Bennett,Lake Jamesbury,Syrian Arab Republic,1,4,4,1600.44,4406.33
28215,Adrienne Ingram,Lake Aaron,Jordan,0,0,0,,
28216,Adam Townsend,North Michael,Tunisia,3,7,11,7746.62,5855.15
28217,Patricia Jones,Port Brandi,Cambodia,1,3,4,3225.16,5842.17
28218,Devon Collins,Alexisside,Serbia,1,0,0,,
28219,Karla Braun,East Ericton,Palestinian Territory,2,2,4,2267.17,3679.74
28220,Sandra Jenkins,New Alexischester,Burkina Faso,2,6,12,11770.79,9892.24
28221,Sean York,South Tyler,Switzerland,1,2,1,906.03,2059.44
28222,Shannon Ray,South Juliastad,Lesotho,3,4,9,5136.39,10640.28
28223,Brian Chavez,Christianmouth,Swaziland,1,3,4,1753.35,3833.02
28224,Daniel Castillo,Port Tara,Georgia,1,4,6,4875.4,9457.89
28225,Amanda Daniels,Rebeccaborough,Dominican Republic,2,1,3,1180.46,3180.87
28226,Michael Ramos,North John,Peru,1,2,0,,3602.47
28227,Jean Bender,Johnsonfurt,Faroe Islands,2,2,2,728.36,754.48
28228,Nicole Williams,South Tannerstad,Rwanda,1,2,2,523.51,1349.29
28229,Marisa Crawford,South Vanessa,Sweden,2,5,9,3408.15,8218.84
28230,Duane Nelson,South Anthony,Taiwan,1,2,0,,1845.38
28231,Sandra Smith,Briggsside,Saint Pierre and Miquelon,1,1,1,90.79,405.8
28232,Travis Watts,Munozton,Afghanistan,1,3,10,10992.12,5012.6
28233,Roberto Dennis,Rhodesland,Burkina Faso,0,0,0,,
28234,Jennifer Franklin,North Brad,Slovenia,1,2,6,8623.01,7475.52
28235,James Lucas,West Bridgetbury,Monaco,0,0,0,,
28236,Dale Bowman,Castilloport,Iraq,0,0,0,,
28237,Brian Phillips,East Lawrence,Gibraltar,1,1,2,2442.38,362.28
28238,Cheyenne Riley,North Travisshire,Kuwait,1,1,3,1614.34,1294.86
28239,David Griffin,North Jamesborough,Micronesia,2,3,2,2901.13,1287.82
28240,Alyssa Hart,West Steven,Bangladesh,0,0,0,,
28241,Curtis Wilkerson,Port Helenport,Philippines,2,5,5,2363.99,6475.16
28242,Miranda Patel,Jonestown,Heard Island and McDonald Islands,1,0,0,,
28243,Jerry Brown,Lake Lynn,Korea,1,2,2,3200.02,1411.58
28244,Charles Best,Traciefort,Timor-Leste,2,3,7,3023.53,6860.87
28245,Brittany Dickerson,Shannonton,Israel,1,0,0,,
28246,Courtney Conrad,East Toddtown,French Polynesia,2,2,3,1435.94,3897.36
28247,Michael Alvarado,Carolinefurt,Mauritania,1,3,7,2150.49,10916.18
28248,Elizabeth Matthews,Port Andreafurt,Congo,2,2,4,2328.85,3234.87
28249,Christopher Harris,Osbornfurt,Guatemala,0,0,0,,
28250,Diane Bonilla,Timothytown,Malta,1,0,0,,
28251,Michael Webb,Lopezstad,Mauritius,2,1,1,2082.38,460.8
28252,Dawn Ritter,Romanland,Nigeria,2,0,0,,
28253,Whitney Davis,Alexanderborough,Papua New Guinea,3,3,10,4521.07,25252.65
28254,Dawn Ellison,Millerfort,Moldova,0,0,0,,
28255,Danielle Flynn,Port Walter,Venezuela,1,0,0,,
28256,Benjamin Bridges,Pattersonchester,Vietnam,1,2,3,2301.12,3879.58
28257,Robert Morris,South Tiffanyton,Eritrea,1,0,0,,
28258,Jerry Downs,New Richard,Switzerland,1,0,0,,
28259,Michelle Miller,East Theresa,Equatorial Guinea,1,2,2,1178.35,3348.66
28260,Richard Vang,New Nicholasberg,Micronesia,0,0,0,,
28261,Stephanie Zimmerman,Melissaton,United Arab Emirates,0,0,0,,
28262,Shannon Lane,North Corytown,Portugal,1,4,8,4219.35,6449.63
28263,Julie Coleman,Lake Joannborough,United Kingdom,0,0,0,,
28264,Kelly Manning,Monroemouth,Argentina,1,3,7,4634.53,3836.25
28265,Jessica Nielsen,Patricialand,Turkmenistan,1,3,5,5060.02,5066.91
28266,John Cannon,Margaretshire,El Salvador,2,3,1,1744.88,6076.72
28267,Robert Stevens,Johnsonton,San Marino,1,1,1,2058.39,1425.31
28268,Denise Wiley,Laurieport,Haiti,2,1,1,1067.1,1115.2
28269,Holly Blackwell,Dudleybury,Belize,2,4,8,6935.73,6530.34
28270,Aaron Anderson,Lake Aliciaport,Djibouti,0,0,0,,
28271,Robert Larson,Cookland,Guinea,2,1,1,721.77,1849.8
28272,Peter Davenport,New Tyler,Sierra Leone,1,0,0,,
28273,Alexis Gutierrez,Langstad,Saint Barthelemy,0,0,0,,
28274,Ashley Smith,Williamhaven,Ghana,1,2,3,4272.71,1598.85
28275,Jesse Snyder,Lake Kathryntown,Russian Federation,1,0,0,,
28276,Joshua Mora,East Omarburgh,Algeria,1,4,10,5273.61,15637.33
28277,Lauren Velez,Wernerburgh,Zimbabwe,2,2,5,2100.83,2257.76
28278,Bryan Delgado,New Randy,Sierra Leone,1,1,4,4971.97,1413.72
28279,Leah Obrien,North Wesley,Maldives,1,0,0,,
28280,Danielle Patterson,Bonnieland,Puerto Rico,0,0,0,,
28281,Natalie Hernandez,New Mary,China,2,3,1,223.67,2101.59
28282,Lucas Torres,Marktown,United Arab Emirates,1,1,1,248.14,553.35
28283,Michael Dunn,Danielbury,Morocco,2,2,4,3069.61,4877.78
28284,Ryan Pitts,Jacksonberg,Guyana,2,6,11,6187.29,12402.24
28285,Joanna Sanders,New Jeremyberg,Montenegro,3,8,15,8085.47,21563.97
28286,Zachary Terrell,Lake Justin,Mayotte,1,2,3,1504.93,1001.03
28287,Bryan Berger,Whiteside,Panama,0,0,0,,
28288,Edward Miller,Woodsburgh,Mexico,1,2,3,843.7,3280.01
28289,Rebecca Wise,North Juliaside,China,1,2,5,2614.84,6668.76
28290,Kristina Young,Phillipstown,Saint Helena,1,0,0,,
28291,Jill Nelson,Wilsonland,Maldives,1,3,4,2239.04,1460.6
28292,Marie Ellis,South Heather,Norfolk Island,1,0,0,,
28293,Keith Scott,South Samantha,Korea,0,0,0,,
28294,Albert Sanders,North Matthewport,Algeria,1,0,0,,
28295,Michael Madden,New Sara,Jersey,0,0,0,,
28296,Courtney Davis,East Brittany,Spain,0,0,0,,
28297,Cheryl Harvey,East Williammouth,Pitcairn Islands,1,2,8,5276.29,1387.74
28298,Mary Martin,Gordonville,Grenada,2,3,10,4415.4,7435.2
28299,Steven Frazier,East Sydney,Zambia,2,2,4,3986.8,966.08
28300,Joy Weiss,Selenaview,China,1,3,6,4838.03,10050.48
28301,Troy Franklin,Kevinfort,Puerto Rico,1,2,6,3974.22,2915.82
28302,Michael Thompson,South Carlos,Nicaragua,1,1,2,1658.36,1735.16
28303,Joel Sanders,East Anthony,Iran,2,3,2,2232.07,1205.64
28304,Matthew Mitchell,Taylortown,Bahamas,0,0,0,,
28305,Mike Beard,Port Heather,Portugal,1,1,2,865.63,903.2
28306,Amanda Smith,West Jeffrey,Oman,2,4,9,4810.69,6516.44
28307,Donna Ramirez,North Joanland,Lebanon,0,0,0,,
28308,Heather Jones,Lake Taylorbury,Maldives,0,0,0,,
28309,Anthony Hughes,Annechester,Mongolia,0,0,0,,
28310,Timothy Shepard,Marialand,Poland,1,3,5,2079.66,4234.26
28311,Ashley Clark,North Melinda,Cape Verde,2,2,3,790.53,2095.13
28312,Samantha Baker,New Cindyport,Guinea,1,3,8,4617.6,2991.99
28313,Daniel Turner,Saramouth,Sao Tome and Principe,4,5,6,4872.0,5202.57
28314,Jacqueline Jones,North Eddie,Niue,1,2,3,1942.87,2435.62
28315,Julia Jackson,Hunttown,Nepal,1,2,5,3393.09,2488.84
28316,Amanda Myers,East Kevin,Djibouti,1,2,2,1417.56,1372.21
28317,Samuel Mueller,Melissabury,Yemen,0,0,0,,
28318,Thomas Vaughn,Port Stephenfort,Bahamas,2,4,10,4323.71,4083.71
28319,Jason Morrison,Lake Alexanderborough,Anguilla,1,1,1,215.19,1165.84
28320,Dustin Carter,Toddtown,Yemen,1,0,0,,
28321,Eric Smith,Stewartmouth,Cyprus,1,2,6,2511.61,3463.74
28322,Alicia Clark,Katieborough,Latvia,2,0,0,,
28323,Benjamin King,Jasonborough,Aruba,2,2,1,2025.07,1518.85
28324,Rebecca Johnson,Davidburgh,Niger,2,4,2,818.4,4215.1
28325,Rhonda Miranda,Port Javierhaven,Portugal,0,0,0,,
28326,Ashley Woods,New Kelsey,Jamaica,3,4,7,7406.31,7777.93
28327,Robert Gallagher,West Timothyberg,Puerto Rico,2,5,10,13108.79,16227.19
28328,Paula Green,East Gabrielport,Uganda,0,0,0,,
28329,Theresa Edwards,North Charlesborough,Antarctica (the territory South of 60 deg S),1,5,5,6269.29,6914.41
28330,Nathan Conrad,Traceyshire,Gibraltar,0,0,0,,
28331,Jillian Harvey,East Juliemouth,Myanmar,2,2,4,2991.98,1734.4
28332,Matthew Dean,North Erikaside,Isle of Man,1,3,7,4674.98,8102.95
28333,Kayla Lee,East Bruceton,Lebanon,1,1,1,1395.08,508.2
28334,Andrea Nguyen,East Kim,South Africa,2,1,3,1239.55,6783.0
28335,Steven Green,Lopezhaven,Niger,1,5,7,5228.21,8743.02
28336,Kathy Graham,New Taylor,Kyrgyz Republic,2,1,1,85.78,1973.12
28337,Sean Shepherd,Kellymouth,Bouvet Island (Bouvetoya),1,2,3,2051.31,6725.39
28338,Annette Castaneda,Karenburgh,Lithuania,1,1,1,628.46,30.19
28339,Felicia Garcia,New Jamesberg,Vietnam,2,1,0,,1780.64
28340,Darren Jones,East Patrick,Congo,0,0,0,,
28341,Lori Hughes,Thompsonmouth,French Guiana,1,2,1,967.5,715.41
28342,James Alvarez,Luceroville,South Georgia and the South Sandwich Islands,3,3,5,5404.65,5478.82
28343,Justin Rice,West Brittanyshire,Mozambique,1,4,7,4775.22,11028.31
28344,Lacey Ray,Lake John,Tuvalu,2,3,7,2961.7,3585.6
28345,Leslie Bailey,Lopezfort,Mayotte,4,5,8,8801.08,7784.77
28346,Anthony Haas,Woodsfort,India,3,11,24,16676.76,18836.35
28347,Aaron Davis,Shahbury,Korea,0,0,0,,
28348,Pamela Elliott,Griffinburgh,Denmark,3,2,1,773.04,2399.22
28349,Michael Turner,Lyonsport,Mauritius,0,0,0,,
28350,Shelby Malone,South Jennifer,Czech Republic,1,1,2,835.23,996.12
28351,Abigail Cohen,West Nicole,Andorra,0,0,0,,
28352,Alison Melendez,East Brenda,Brunei Darussalam,2,3,4,1943.41,1687.28
28353,Lisa Ellis,Fosterborough,Burundi,3,2,1,225.33,2333.12
28354,Michelle Miller,Webbburgh,Eritrea,2,5,9,6117.43,5965.0
28355,Jennifer Hopkins,West Rebecca,Japan,0,0,0,,
28356,Kim Wagner,Port Hunter,Bouvet Island (Bouvetoya),2,3,7,3709.59,5709.22
28357,Christina Valentine,Stephaniebury,Argentina,1,1,0,,1162.14
28358,Thomas Gardner,West Codyborough,Tajikistan,3,4,6,2090.32,5130.11
28359,Tracy Cole,Contrerasmouth,British Virgin Islands,1,2,5,2782.56,2187.54
28360,Curtis Dunn,Port Michaelmouth,Micronesia,2,3,4,1973.37,3091.29
28361,Stephanie Reed,New Nicoleburgh,Togo,1,3,4,3129.28,6122.73
28362,Christopher Barrett,South Paultown,Faroe Islands,1,0,0,,
28363,Denise Griffin,Vanessatown,Rwanda,2,2,4,4532.09,1594.51
28364,Samuel Howard,New Charles,Bhutan,1,2,1,239.37,2595.99
28365,Victoria Coleman,New Scott,Madagascar,1,1,1,789.67,368.64
28366,Marie Hendricks,Durhamchester,France,1,2,4,3475.1,1987.63
28367,Jack Oneill,Port Williamville,Suriname,1,1,0,,1857.25
28368,Christina Hunt,Cliffordton,Nigeria,0,0,0,,
28369,Molly Blake,Laurenhaven,Libyan Arab Jamahiriya,1,2,2,567.41,6163.86
28370,Sheri Romero,Bestmouth,Israel,2,10,15,7305.59,19597.16
28371,Amanda Brown,East Sarah,Cape Verde,1,4,3,935.33,2413.64
28372,Pamela Ross,Stevenport,Ukraine,1,0,0,,
28373,Samantha Jones,Rodriguezshire,Saint Lucia,2,1,2,2572.33,4683.5
28374,Earl Ellis,Randymouth,Bermuda,2,7,12,6012.11,8514.32
28375,Glenn Guzman,Parksville,Spain,1,1,3,1963.2,3618.72
28376,Christopher Knight,New Austinfurt,Azerbaijan,0,0,0,,
28377,Christian Gonzalez,Johnsonmouth,Senegal,2,4,7,3882.57,6845.3
28378,Angela Johnson,New Elizabeth,Jersey,1,1,1,2222.28,508.05
28379,Paula White,South Suzanne,Bahrain,1,3,4,2085.04,3357.39
28380,Daniel Williams,North Jared,Bulgaria,2,2,5,7857.88,1134.54
28381,Matthew Alvarez,Maryview,Mali,1,2,3,951.84,972.9
28382,Michael Hawkins,Bonniemouth,Poland,1,0,0,,
28383,Henry Harris,Floresshire,Suriname,0,0,0,,
28384,Alex Ramirez,West Jennifer,Bhutan,1,1,1,2615.76,2185.56
28385,Amanda Torres,North Jeremyfort,Faroe Islands,3,3,2,1561.83,5715.94
28386,Daniel Fox,Lake Timothyhaven,Ukraine,1,1,3,1467.56,6820.8
28387,Sherry Nichols,East Michaelport,Senegal,1,1,1,445.92,171.47
28388,Roy Perry,Kevinport,Hungary,1,1,2,216.32,2655.0
28389,Melissa George,Danielchester,Samoa,3,3,5,4193.5,3757.51
28390,John Allen,Port Rickeyside,Hong Kong,1,1,1,3379.75,967.89
28391,Justin Sawyer,North Hannahhaven,Dominica,4,6,10,3909.86,9533.45
28392,Traci Odonnell,North Jermaine,Ghana,1,0,0,,
28393,Michael Black,North Michele,Fiji,1,3,3,1110.32,5155.47
28394,Amber Hancock,South John,Antigua and Barbuda,0,0,0,,
28395,Robert Walker,North Jared,Cambodia,1,2,3,1646.94,5667.52
28396,Brandon Duarte,Knappstad,Cook Islands,1,0,0,,
28397,Michael Bradley,Parsonsstad,Turkmenistan,1,0,0,,
28398,Kim Dalton,New Anthonyberg,Benin,1,2,4,2535.93,854.68
28399,Kelly Jackson,Vernonside,Tunisia,1,1,0,,358.72
28400,Stephanie Diaz,New Duanemouth,French Polynesia,1,1,1,1320.74,497.25
28401,Tonya Olsen,Jasonshire,Cocos (Keeling) Islands,1,5,8,2645.12,9546.96
28402,Kimberly Harris,New Karen,Gabon,1,2,0,,1970.5
28403,Nina King,Brandonborough,Saint Pierre and Miquelon,0,0,0,,
28404,Nicholas Fuller,West James,Comoros,2,0,0,,
28405,Teresa Salinas,Wiseville,Greenland,0,0,0,,
28406,John Fitzpatrick,East Rhonda,Singapore,1,1,2,2634.22,3561.28
28407,Gabriela Rivera,Cameronshire,Bosnia and Herzegovina,1,0,0,,
28408,Tyler Sherman,Lake Rodney,Dominican Republic,1,1,0,,1905.9
28409,Michael English,West Fred,Colombia,0,0,0,,
28410,Gary Silva,Kylieville,Netherlands,1,3,6,4388.4,2486.37
28411,John Johnson,Port Kayla,Netherlands,1,2,5,3386.19,719.16
28412,Vincent Johnson,Williston,Senegal,1,0,0,,
28413,Anthony Vaughn,Port Jenniferbury,Cook Islands,1,1,3,836.07,5478.66
28414,James Hebert,Huertaland,Bulgaria,1,0,0,,
28415,Gordon Moore,West Jacob,Portugal,1,2,6,4283.36,7219.35
28416,Julie Perkins,Kennethmouth,Burundi,1,3,6,5423.62,6193.35
28417,Sarah Wheeler,Thomasstad,Tokelau,1,0,0,,
28418,David Mitchell,North Larry,Comoros,1,2,3,2060.4,2922.08
28419,Thomas Grant,Marshfort,Guinea,2,2,4,1856.25,1229.8
28420,Mark Gray,North Susanmouth,Sri Lanka,1,2,4,3752.83,5802.56
28421,Misty Sweeney,Clarkland,Malaysia,4,4,6,2418.6,12165.96
28422,Deborah Ward,East Christina,Norfolk Island,1,0,0,,
28423,Alexandra Chen,South Danielleborough,Libyan Arab Jamahiriya,2,6,8,2436.18,12574.16
28424,Steven Rodriguez,West Roger,Andorra,4,1,4,3375.69,3494.0
28425,Brandon Ferguson,Jennifertown,Malaysia,0,0,0,,
28426,Lance Armstrong,Wilsontown,Guyana,4,8,10,9186.34,9525.26
28427,Gary Todd,South Donald,Algeria,1,3,3,498.58,1224.27
28428,Christine Clark,West Roberttown,Mali,1,0,0,,
28429,Michael West,West Jessicafort,Northern Mariana Islands,2,0,0,,
28430,Christopher Sosa,Lloydland,British Indian Ocean Territory (Chagos Archipelago),3,7,16,15337.92,11975.62
28431,Allen Anderson,Lindseyborough,Cyprus,1,2,1,108.09,3210.11
28432,Rachel Frazier,Kimberlyland,French Polynesia,1,3,6,3651.58,1917.86
28433,Craig Moore,Robersonland,Cyprus,2,3,4,1321.51,8938.37
28434,Christine Anderson,Heatherchester,United Arab Emirates,0,0,0,,
28435,Katie Young,Andersonchester,Myanmar,1,2,4,2403.2,4185.0
28436,Amy Griffin,Johnsonborough,Romania,2,4,4,2217.69,3784.4
28437,Amber West,Morrisville,Vanuatu,0,0,0,,
28438,Megan Martin,New Pamelatown,El Salvador,0,0,0,,
28439,Kristen Kelley,Dyertown,Hungary,2,3,3,1849.48,2672.62
28440,Lisa Jones,Adamberg,Belgium,1,1,1,100.04,279.52
28441,Craig Miller,South Matthew,Togo,0,0,0,,
28442,Timothy Lucas,East Ashley,Tunisia,2,1,3,767.78,2404.65
28443,Karen Brennan,Lake Danashire,Portugal,1,2,5,1670.35,4185.25
28444,Kyle Rivers,Simsville,Argentina,2,3,6,2819.32,8795.64
28445,Theresa Gallagher,Port Erikfurt,Luxembourg,3,7,11,6943.68,8264.53
28446,Tammy Thompson,Scotthaven,Marshall Islands,1,1,0,,879.9
28447,Scott Williams,West Jennifer,United States of America,1,0,0,,
28448,Brandon Wells,Wilsonton,Serbia,2,4,6,3420.5,5273.65
28449,Brian Lucas,Heatherfort,Austria,0,0,0,,
28450,Michael Roach,Craighaven,Malawi,1,3,7,2957.68,3765.56
28451,Stanley Terry,South Ambermouth,Cambodia,2,3,4,2003.98,5956.43
28452,Kristine Nguyen,North Kelliview,Isle of Man,2,2,5,2595.19,2629.86
28453,Alexis Lee,South John,Cayman Islands,1,0,0,,
28454,Alexis Cole,Chavezmouth,Cyprus,1,2,3,1399.46,1221.1
28455,Patricia Dalton,Port Gregoryton,Malaysia,1,0,0,,
28456,Christopher Mcclain,North Jason,Nigeria,1,4,12,10840.52,9490.88
28457,Jennifer Case,Alexandriaton,Guernsey,1,1,2,1275.61,1460.88
28458,Catherine Carr,Stevenburgh,Taiwan,1,3,6,3477.13,4699.72
28459,Bobby Clark,North Robert,Paraguay,3,6,8,4950.79,9350.43
28460,Charlotte Baxter,East Scott,Tokelau,2,3,7,2501.62,6290.17
28461,Marissa Fischer,Edwardsside,Mauritania,1,2,3,1037.83,2967.66
28462,Rodney Moran,Russellchester,British Indian Ocean Territory (Chagos Archipelago),1,2,4,3434.25,6322.75
28463,Rhonda Glenn,North Michael,Venezuela,1,1,0,,2202.55
28464,Mary Rose,Huntland,North Macedonia,1,2,3,1497.43,3902.71
28465,George Shaw,New Bryanshire,Japan,1,3,3,890.56,3052.24
28466,Lucas Gonzalez,North Garyburgh,Palestinian Territory,4,7,15,11568.64,12590.88
28467,Zachary Nielsen,North Leah,Lao People's Democratic Republic,1,0,0,,
28468,Brandon Mitchell,Lake Brian,Vietnam,1,3,5,4103.27,6819.72
28469,Maxwell James,Sethfort,Niger,2,1,0,,787.71
28470,Andre Williamson,Annchester,Saint Vincent and the Grenadines,1,3,8,4426.12,15937.9
28471,Rachael Lee,Grantstad,Bosnia and Herzegovina,1,2,0,,2704.5
28472,Christopher Martinez,East Benjaminville,Italy,2,4,10,6120.86,9862.4
28473,Kaylee Ruiz,Kleinfurt,Moldova,0,0,0,,
28474,Elijah Velazquez,West Brandi,Lebanon,2,1,0,,996.12
28475,Kimberly Wade,Silvaview,Palau,1,3,3,2396.48,5079.69
28476,Julia Hart,East Christopher,Barbados,1,0,0,,
28477,Christopher Jones,Port Nathanburgh,Denmark,3,8,10,6662.6,17062.06
28478,Allen Hunter,East Todd,Andorra,1,2,2,825.49,1898.16
28479,Jessica Aguilar,New Emily,Cook Islands,1,0,0,,
28480,Jennifer Williams,Lake Johnberg,Tonga,2,2,5,4081.52,2060.21
28481,Christopher Glenn,Stephaniebury,Myanmar,2,4,4,3584.78,6574.8
28482,Lindsey Mitchell,Amberland,Uganda,1,1,0,,435.27
28483,Stephanie Mckinney,Katieberg,Sao Tome and Principe,1,3,6,4015.82,5908.83
28484,Stephanie Wright,Clarkside,Palau,4,12,22,12826.5,17384.51
28485,Robin Ellis,Robinsonport,Jordan,2,4,9,3988.44,11535.39
28486,Matthew Berg,Perkinshaven,Italy,1,1,3,3194.34,1677.12
28487,Jason Williams,Port Brittanyshire,Antarctica (the territory South of 60 deg S),1,1,2,2290.97,632.4
28488,Shirley Ballard,New Michael,Bolivia,3,5,9,4851.01,8538.57
28489,Melissa Klein,Aliciafurt,Bahrain,1,1,3,6026.44,7080.0
28490,Danielle Reed,Port Stephaniemouth,Burundi,1,1,2,1822.84,1327.72
28491,Timothy Webb,Jordanborough,Maldives,1,0,0,,
28492,Melanie Graham,Gordonville,North Macedonia,1,2,2,993.93,1502.01
28493,Melissa Clark,Aliciaborough,Saint Pierre and Miquelon,1,0,0,,
28494,Tracy Ochoa,Carpentertown,San Marino,1,0,0,,
28495,Eugene Gonzalez,Brownshire,Christmas Island,2,2,4,2176.53,4372.72
28496,Billy Frey,South Andrew,Burundi,1,1,1,849.0,619.7
28497,Carly Gill,Port Lisahaven,Gabon,1,2,3,3006.87,889.81
28498,Todd Rosales,Davilaberg,Maldives,1,1,1,1367.63,448.46
28499,Jennifer Dickson,Port Adammouth,Malta,3,1,2,698.88,2713.04
28500,Brittany Adams,Jeremyton,Pakistan,2,4,6,3612.02,2937.11
28501,Henry Miller,South Jasminechester,Indonesia,2,2,3,1856.99,1703.25
28502,Justin Morgan,West Jameston,Portugal,0,0,0,,
28503,Charles Gutierrez,East Mark,Cameroon,2,2,0,,1245.04
28504,Ashley Johnson,Fordton,France,1,1,0,,1049.75
28505,Lindsay Wilson,North Jamesside,Heard Island and McDonald Islands,1,0,0,,
28506,Christine Morris,Smithside,Reunion,1,2,3,1549.72,2462.56
28507,Nancy Reid,East Andrewmouth,Bahrain,3,2,5,3322.91,3097.96
28508,Kimberly Owens,Anthonychester,Guadeloupe,1,3,3,1466.99,7517.63
28509,James Barrett,Port Willie,Greenland,1,2,0,,1023.96
28510,Monica Lopez,West Jason,Saint Vincent and the Grenadines,0,0,0,,
28511,Michael Rodgers,Elizabethhaven,New Zealand,1,0,0,,
28512,Linda Fisher,West Christinaland,Madagascar,1,1,0,,1681.2
28513,Andrew West,Elizabethview,Samoa,1,3,6,4512.89,5987.8
28514,Kimberly Rogers,East Jessicatown,Montserrat,2,3,5,3318.03,4898.86
28515,Barbara Shannon,Evanshaven,Antarctica (the territory South of 60 deg S),1,2,4,1102.37,5584.88
28516,Robert Moore,Simsmouth,Malaysia,1,0,0,,
28517,Robert Martinez,Staceyview,Maldives,0,0,0,,
28518,Linda Burke,Gravesport,United States Minor Outlying Islands,0,0,0,,
28519,Natalie Myers,Port Andrea,Dominican Republic,1,2,5,3210.63,7444.05
28520,Jesse Smith,Mcdonaldmouth,Saint Barthelemy,1,2,2,1520.89,2028.53
28521,Alicia Brown,East Karenbury,Chad,0,0,0,,
28522,Tara King,Kristinaton,Cayman Islands,1,1,1,917.46,825.89
28523,Sarah Jacobs,Olsonmouth,Guernsey,0,0,0,,
28524,Larry Brown,Jacquelinetown,Guadeloupe,1,1,1,797.69,825.89
28525,Denise Calderon,Whiteville,Portugal,0,0,0,,
28526,Matthew Robinson,West James,Costa Rica,2,3,2,689.27,1241.02
28527,Matthew Blackburn,Greenborough,Albania,1,1,0,,1048.22
28528,Todd Wright,Nathanfurt,Brunei Darussalam,2,2,1,134.98,1251.85
28529,Mark Robinson,Tracyton,Egypt,1,0,0,,
28530,Scott Campos,South Thomas,Mexico,1,2,5,3933.07,7835.16
28531,Kelly Lambert,Lake Todd,South Georgia and the South Sandwich Islands,2,4,8,3482.19,8913.29
28532,Tammy Hart,Nathanielmouth,Malaysia,0,0,0,,
28533,Russell Meyer,Port Ritaberg,Mali,0,0,0,,
28534,Stephanie Andrews,Lindsaymouth,Saint Martin,2,5,5,2231.35,5142.35
28535,Steven Smith,Port Dylan,Liechtenstein,1,3,8,2666.74,9012.08
28536,Daniel Holland,Browntown,Guernsey,1,0,0,,
28537,Johnny Cortez,West Dylanmouth,Guinea-Bissau,2,2,2,773.49,451.73
28538,Brandi Horton,Andrewton,Paraguay,1,1,0,,905.7
28539,Travis Stanley,Angelabury,Andorra,1,3,6,3364.6,10210.45
28540,Chad Booth,Jeanmouth,Malawi,3,4,2,953.47,2372.78
28541,Jacob Ewing,West Eric,Saint Martin,1,0,0,,
28542,Maurice Richards,Wilsonfort,Jordan,1,4,7,4651.5,5258.76
